,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,WIN_PCT,LOSS_PCT,ADJEM
1906,Mercer,SC,32,19,111.1,110.5,0.5157,54.3,53.1,18.8,16.5,31.4,24.9,35.7,33.6,52.7,52.5,37.8,35.8,65.4,-8.2,No Seed,No Seed,2018,0.59375,0.40625,0.5999999999999943
1907,Wofford,SC,31,21,108.0,107.8,0.5047,55.2,53.3,18.2,18.7,25.0,27.1,28.5,34.0,50.9,52.4,40.2,36.4,67.1,-5.9,No Seed,No Seed,2018,0.6774193548387096,0.32258064516129037,0.20000000000000284
1908,Valparaiso,MVC,30,15,101.5,101.5,0.502,50.8,48.5,21.2,19.5,26.7,28.0,36.7,44.1,50.5,48.6,34.1,32.2,70.9,-9.7,No Seed,No Seed,2018,0.5,0.5,0.0
1909,Central Michigan,MAC,33,21,109.5,109.4,0.5009,51.0,52.5,17.0,17.9,31.1,31.0,33.7,27.2,50.5,53.1,34.4,34.5,68.3,-9.1,No Seed,No Seed,2018,0.6363636363636364,0.36363636363636365,0.09999999999999432
1910,UMBC,AE,33,25,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,R32,16.0,2018,0.7575757575757576,0.24242424242424243,-0.10000000000000853
1911,George Washington,A10,33,15,103.9,104.1,0.4952,49.5,51.4,19.2,17.1,31.7,30.0,28.9,28.1,50.2,50.3,32.1,35.7,66.8,-9.7,No Seed,No Seed,2018,0.45454545454545453,0.5454545454545454,-0.19999999999998863
1912,Portland St.,BSky,31,20,106.8,107.0,0.494,49.2,55.0,16.5,22.0,34.7,30.5,33.3,43.3,48.9,54.0,33.2,38.0,75.7,-6.8,No Seed,No Seed,2018,0.6451612903225806,0.3548387096774194,-0.20000000000000284
1913,Oakland,Horz,33,19,105.7,106.2,0.4866,52.0,50.8,18.1,16.9,28.0,28.6,35.5,27.8,51.4,48.5,35.2,37.3,72.0,-8.0,No Seed,No Seed,2018,0.5757575757575758,0.4242424242424242,-0.5
1914,William & Mary,CAA,29,19,114.0,114.8,0.4815,59.5,56.8,17.2,14.4,21.2,25.4,33.4,32.4,56.6,57.2,42.2,37.4,71.0,-6.2,No Seed,No Seed,2018,0.6551724137931034,0.3448275862068966,-0.7999999999999972
1915,Ball St.,MAC,31,19,102.0,102.7,0.4797,51.4,49.4,18.4,16.7,28.0,27.5,33.2,30.0,51.7,46.3,33.9,36.6,71.1,-6.8,No Seed,No Seed,2018,0.6129032258064516,0.3870967741935484,-0.7000000000000028
1916,Weber St.,BSky,28,20,105.4,106.1,0.4784,56.0,50.1,17.5,15.9,19.3,26.8,35.1,31.8,52.5,49.2,41.0,34.7,68.5,-6.1,No Seed,No Seed,2018,0.7142857142857143,0.2857142857142857,-0.6999999999999886
1917,Tulane,Amer,31,14,105.4,106.2,0.4774,51.5,50.5,18.8,17.2,27.5,30.0,34.5,34.6,50.9,49.8,35.0,34.5,70.3,-8.7,No Seed,No Seed,2018,0.45161290322580644,0.5483870967741935,-0.7999999999999972
1918,Cal St. Fullerton,BW,30,20,101.6,102.5,0.476,51.6,48.2,20.7,18.2,26.0,28.9,45.6,35.2,52.0,45.0,33.8,36.4,70.7,-5.5,R64,15.0,2018,0.6666666666666666,0.33333333333333337,-0.9000000000000057
1919,Pacific,WCC,31,14,105.2,106.1,0.4756,48.5,53.0,17.2,18.3,30.3,27.3,40.5,35.2,48.4,51.7,32.6,36.6,67.6,-10.2,No Seed,No Seed,2018,0.45161290322580644,0.5483870967741935,-0.8999999999999915
1920,Richmond,A10,32,12,107.1,108.0,0.4755,52.1,55.4,16.9,19.0,23.4,28.3,29.7,31.4,53.2,55.3,33.4,37.2,69.1,-11.4,No Seed,No Seed,2018,0.375,0.625,-0.9000000000000057
1921,Seattle,WAC,31,20,103.7,104.6,0.4744,51.0,47.2,19.6,15.5,29.7,27.9,34.5,41.0,47.4,44.8,37.2,34.5,68.5,-7.4,No Seed,No Seed,2018,0.6451612903225806,0.3548387096774194,-0.8999999999999915
1922,Austin Peay,OVC,32,19,104.7,105.6,0.4734,49.9,54.0,19.8,22.1,34.7,28.9,35.9,39.9,49.0,53.0,34.8,37.1,70.2,-7.5,No Seed,No Seed,2018,0.59375,0.40625,-0.8999999999999915
1923,Princeton,Ivy,28,13,104.9,106.1,0.4689,53.9,52.2,16.4,16.6,22.0,24.8,26.2,32.5,52.1,51.2,37.3,35.9,65.6,-10.1,No Seed,No Seed,2018,0.4642857142857143,0.5357142857142857,-1.1999999999999886
1924,Troy,SB,31,16,104.7,105.9,0.4676,51.4,50.2,18.0,16.6,26.9,28.9,33.6,31.6,52.1,49.7,33.7,34.0,69.4,-10.5,No Seed,No Seed,2018,0.5161290322580645,0.4838709677419355,-1.2000000000000028
1925,Ohio,MAC,30,14,99.9,101.0,0.4672,51.0,49.9,18.0,18.1,22.4,26.4,30.9,30.1,48.4,50.7,37.2,32.4,72.7,-10.9,No Seed,No Seed,2018,0.4666666666666667,0.5333333333333333,-1.0999999999999943
1926,Fort Wayne,Sum,29,18,106.9,108.2,0.4657,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,51.3,53.4,36.6,36.4,73.8,-8.2,No Seed,No Seed,2018,0.6206896551724138,0.3793103448275862,-1.2999999999999972
1927,Towson,CAA,30,18,104.0,105.5,0.4584,51.6,50.6,18.2,18.7,34.3,27.4,35.4,39.3,51.1,49.4,35.3,35.0,69.0,-9.1,No Seed,No Seed,2018,0.6,0.4,-1.5
1928,UNC Asheville,BSth,32,21,105.1,106.7,0.4561,54.6,52.5,19.4,18.5,24.0,26.8,31.3,33.9,52.0,52.4,39.4,35.1,70.6,-6.2,No Seed,No Seed,2018,0.65625,0.34375,-1.6000000000000085
1929,Radford,BSth,34,23,101.3,102.8,0.4559,49.3,50.1,18.7,20.2,32.0,28.0,31.2,31.7,47.1,48.9,35.0,34.6,64.2,-6.5,R64,16.0,2018,0.6764705882352942,0.32352941176470584,-1.5
1930,Connecticut,Amer,32,14,104.1,105.8,0.4549,47.5,51.1,18.5,18.3,29.4,32.7,32.4,33.9,46.6,48.5,32.6,36.4,68.1,-7.0,No Seed,No Seed,2018,0.4375,0.5625,-1.7000000000000028
1931,North Dakota St.,Sum,29,15,103.3,104.9,0.4541,53.7,49.6,18.4,14.4,23.0,25.2,30.4,33.5,52.5,47.8,36.8,35.3,67.6,-10.0,No Seed,No Seed,2018,0.5172413793103449,0.48275862068965514,-1.6000000000000085
1932,Monmouth,MAAC,31,11,102.7,104.3,0.4537,52.3,51.4,20.9,18.3,26.6,26.9,44.1,41.6,49.3,49.9,38.9,35.4,71.2,-13.7,No Seed,No Seed,2018,0.3548387096774194,0.6451612903225806,-1.5999999999999943
1933,Winthrop,BSth,28,19,104.8,106.6,0.4528,54.8,49.7,19.7,18.6,26.2,27.2,35.9,32.1,54.8,48.1,36.5,34.9,72.8,-7.6,No Seed,No Seed,2018,0.6785714285714286,0.3214285714285714,-1.7999999999999972
1934,Illinois Chicago,Horz,34,20,100.2,102.0,0.45,50.6,46.7,20.8,17.2,28.8,30.4,35.3,34.2,49.8,45.8,34.9,32.3,73.3,-10.0,No Seed,No Seed,2018,0.5882352941176471,0.4117647058823529,-1.7999999999999972
1935,Miami OH,MAC,32,16,100.0,101.9,0.4475,50.1,51.4,19.3,18.1,27.1,25.8,27.0,28.5,50.0,51.9,33.5,33.7,67.7,-10.5,No Seed,No Seed,2018,0.5,0.5,-1.9000000000000057
1936,Liberty,BSth,34,22,102.8,104.7,0.447,52.8,51.4,18.2,18.2,22.9,20.4,33.7,34.4,51.1,47.3,36.8,37.5,64.2,-9.7,No Seed,No Seed,2018,0.6470588235294118,0.3529411764705882,-1.9000000000000057
1937,Washington St.,P12,31,12,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,No Seed,No Seed,2018,0.3870967741935484,0.6129032258064516,-2.0
1938,Duquesne,A10,32,16,104.8,106.8,0.4469,49.7,50.8,17.6,18.4,33.0,28.9,35.4,36.4,47.8,51.0,35.0,33.5,67.3,-11.0,No Seed,No Seed,2018,0.5,0.5,-2.0
1939,Nicholls St.,Slnd,28,21,101.8,103.8,0.4465,51.9,50.2,20.4,21.1,30.5,30.6,37.3,45.2,51.6,49.7,34.8,34.1,75.2,-6.3,No Seed,No Seed,2018,0.75,0.25,-2.0
1940,Southeastern Louisiana,Slnd,31,22,102.7,104.8,0.4426,51.2,49.6,19.6,20.3,29.5,33.6,35.3,29.0,50.9,48.4,34.4,34.6,67.2,-6.5,No Seed,No Seed,2018,0.7096774193548387,0.29032258064516125,-2.0999999999999943
1941,Hawaii,BW,28,17,99.1,101.4,0.4328,50.1,49.9,19.5,19.9,26.3,24.5,40.8,38.7,50.9,50.1,32.5,33.1,69.0,-8.5,No Seed,No Seed,2018,0.6071428571428571,0.3928571428571429,-2.3000000000000114
1942,Western Michigan,MAC,30,17,105.3,108.0,0.4287,49.3,54.2,15.6,19.7,29.7,27.2,34.1,33.7,48.0,52.5,34.5,37.6,68.9,-9.5,No Seed,No Seed,2018,0.5666666666666667,0.43333333333333335,-2.700000000000003
1943,Yale,Ivy,30,16,102.5,105.2,0.4244,52.7,52.4,18.8,17.7,25.4,26.7,31.0,33.8,55.3,53.4,32.8,33.7,70.2,-8.3,No Seed,No Seed,2018,0.5333333333333333,0.4666666666666667,-2.700000000000003
1944,Wagner,NEC,31,23,101.8,104.6,0.4236,49.8,49.0,19.7,20.4,35.8,28.6,34.2,46.7,47.0,45.8,36.0,36.2,68.8,-5.3,No Seed,No Seed,2018,0.7419354838709677,0.25806451612903225,-2.799999999999997
1945,Long Beach St.,BW,31,15,104.6,107.5,0.4208,49.6,53.7,20.7,18.7,32.2,30.4,40.3,28.6,48.4,52.5,35.1,37.5,73.1,-10.2,No Seed,No Seed,2018,0.4838709677419355,0.5161290322580645,-2.9000000000000057
1946,Massachusetts,A10,33,13,106.4,109.6,0.4157,52.5,51.5,18.6,16.5,27.2,29.7,25.1,33.2,47.9,51.2,40.0,34.7,67.6,-12.8,No Seed,No Seed,2018,0.3939393939393939,0.6060606060606061,-3.1999999999999886
1947,Southern Miss,CUSA,30,16,104.7,107.9,0.4139,50.3,56.0,14.6,19.8,20.5,29.0,28.3,32.9,49.8,55.1,34.1,38.1,66.3,-9.9,No Seed,No Seed,2018,0.5333333333333333,0.4666666666666667,-3.200000000000003
1948,Denver,Sum,28,15,102.0,105.2,0.4133,52.4,51.3,21.8,15.7,30.6,24.9,32.8,37.0,49.2,52.0,39.5,33.5,67.5,-9.6,No Seed,No Seed,2018,0.5357142857142857,0.4642857142857143,-3.200000000000003
1949,Milwaukee,Horz,31,16,99.2,102.5,0.4086,50.9,50.1,18.1,18.0,25.1,23.8,27.7,27.4,50.9,46.5,33.9,37.4,66.8,-10.9,No Seed,No Seed,2018,0.5161290322580645,0.4838709677419355,-3.299999999999997
1950,Colgate,Pat,32,19,104.5,107.9,0.4084,51.5,53.2,16.4,19.4,25.6,27.6,29.0,29.4,49.0,51.8,36.3,36.7,67.6,-8.6,No Seed,No Seed,2018,0.59375,0.40625,-3.4000000000000057
1951,Appalachian St.,SB,31,15,102.5,106.3,0.3985,49.9,51.3,18.9,17.2,29.5,25.6,36.8,36.6,49.9,48.7,33.3,37.9,71.2,-12.4,No Seed,No Seed,2018,0.4838709677419355,0.5161290322580645,-3.799999999999997
1952,Idaho St.,BSky,28,14,104.2,108.1,0.394,55.0,52.5,18.5,16.7,19.8,28.1,34.5,31.0,52.4,53.1,39.4,34.3,69.2,-11.3,No Seed,No Seed,2018,0.5,0.5,-3.8999999999999915
